Subsystem,N_reactions,N_significant,Frac_significant,N_positive,N_negative,Sign_consistency,p_sign,Mean_Cohen_d,Median_Cohen_d,Mean_abs_Cohen_d,q_sign,Sign_consistent
N-Glycan Biosynthesis,108,0,0.0,0,0,0.0,1.0,0.0,0.0,0.0,1.0,False
Glycosylphosphatidylinositol (GPI)-anchor biosynthesis,36,0,0.0,0,0,0.0,1.0,0.0,0.0,0.0,1.0,False
Limonene and pinene degradation,6,0,0.0,0,0,0.0,1.0,0.0,0.0,0.0,1.0,False
"Stilbene, coumarine and lignin biosynthesis",1,0,0.0,0,0,0.0,1.0,0.0,0.0,0.0,1.0,False
Ubiquinone Biosynthesis,14,0,0.0,0,0,0.0,1.0,0.0,0.0,0.0,1.0,False
"Transport, Golgi Apparatus",78,0,0.0,0,0,0.0,1.0,0.0,0.0,0.0,1.0,False
Phenylalanine metabolism,9,0,0.0,0,0,0.0,1.0,0.0,0.0,0.0,1.0,False
Thiamine Metabolism,6,0,0.0,0,0,0.0,1.0,0.0,0.0,0.0,1.0,False
Heparan sulfate degradation,27,0,0.0,0,0,0.0,1.0,0.0,0.0,0.0,1.0,False
Chondroitin sulfate degradation,44,0,0.0,0,0,0.0,1.0,0.0,0.0,0.0,1.0,False
CoA Catabolism,4,0,0.0,0,0,0.0,1.0,0.0,0.0,0.0,1.0,False
Nucleotide Sugar Metabolism,5,0,0.0,0,0,0.0,1.0,0.0,0.0,0.0,1.0,False
O-Glycan Biosynthesis,13,0,0.0,0,0,0.0,1.0,0.0,0.0,0.0,1.0,False
Keratan sulfate degradation,75,0,0.0,0,0,0.0,1.0,0.0,0.0,0.0,1.0,False
Selenoamino acid metabolism,12,0,0.0,0,0,0.0,1.0,0.0,0.0,0.0,1.0,False
Methionine Metabolism,5,0,0.0,0,0,0.0,1.0,0.0,0.0,0.0,1.0,False
Vitamin D,14,0,0.0,0,0,0.0,1.0,0.0,0.0,0.0,1.0,False
Eicosanoid Metabolism,25,0,0.0,0,0,0.0,1.0,0.0,0.0,0.0,1.0,False
N-Glycan Degradation,16,0,0.0,0,0,0.0,1.0,0.0,0.0,0.0,1.0,False
Bile Acid Biosynthesis,41,0,0.0,0,0,0.0,1.0,0.0,0.0,0.0,1.0,False
Chondroitin / heparan sulfate biosynthesis,45,0,0.0,0,0,0.0,1.0,0.0,0.0,0.0,1.0,False
Hyaluronan Metabolism,5,0,0.0,0,0,0.0,1.0,0.0,0.0,0.0,1.0,False
NAD Metabolism,23,0,0.0,0,0,0.0,1.0,0.0,0.0,0.0,1.0,False
Heme Degradation,2,0,0.0,0,0,0.0,1.0,0.0,0.0,0.0,1.0,False
Vitamin B6 Metabolism,9,0,0.0,0,0,0.0,1.0,0.0,0.0,0.0,1.0,False
IMP Biosynthesis,10,0,0.0,0,0,0.0,1.0,0.0,0.0,0.0,1.0,False
CoA Biosynthesis,6,0,0.0,0,0,0.0,1.0,0.0,0.0,0.0,1.0,False
Keratan sulfate biosynthesis,59,0,0.0,0,0,0.0,1.0,0.0,0.0,0.0,1.0,False
Others,2,0,0.0,0,0,0.0,1.0,0.0,0.0,0.0,1.0,False
Alkaloid biosynthesis II,5,0,0.0,0,0,0.0,1.0,0.0,0.0,0.0,1.0,False
Nucleic acid degradation,9,0,0.0,0,0,0.0,1.0,0.0,0.0,0.0,1.0,False
Riboflavin Metabolism,3,0,0.0,0,0,0.0,1.0,0.0,0.0,0.0,1.0,False
Biotin Metabolism,12,0,0.0,0,0,0.0,1.0,0.0,0.0,0.0,1.0,False
Intracellular source/sink,3,0,0.0,0,0,0.0,1.0,0.0,0.0,0.0,1.0,False
Vitamin B12 Metabolism,2,0,0.0,0,0,0.0,1.0,0.0,0.0,0.0,1.0,False
D-arg and D-orn metabolism,2,0,0.0,0,0,0.0,1.0,0.0,0.0,0.0,1.0,False
